,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,16.0,32.0,48.0,64.0,80.0,96.0,112.0,128.0,144.0,160.0,176.0,192.0,208.0,224.0,240.0,256.0,272.0,288.0,304.0,320.0,336.0,352.0,368.0,384.0,400.0,416.0,432.0,448.0,464.0,480.0,496.0,512.0,528.0,544.0,560.0,576.0,592.0,608.0,624.0,640.0,656.0,672.0,688.0,704.0,720.0,736.0,752.0,768.0,784.0,800.0,816.0,832.0,848.0,864.0,880.0,896.0,912.0,928.0,944.0,960.0,976.0,992.0,1008.0,1024.0,1040.0,1056.0,1072.0,1088.0,1104.0,1120.0,1136.0,1152.0,1168.0,1184.0,1200.0,1216.0,1232.0,1248.0,1264.0,1280.0,1296.0,1312.0,1328.0,1344.0,1360.0,1376.0,1392.0,1408.0,1424.0,1440.0,1456.0,1472.0,1488.0
1,0.001,0.002,0.002,0.003,0.004,0.003,0.006,0.007,0.005,0.007,0.007,0.018000000000000002,0.009000000000000001,0.011,0.029,0.016,0.017,0.038,0.024,0.062,0.03,0.045,0.059000000000000004,0.069,0.052000000000000005,0.085,0.07100000000000001,0.08700000000000001,0.077,0.096,0.091,0.128,0.131,0.117,0.132,0.17,0.154,0.202,0.20600000000000002,0.234,0.23700000000000002,0.26,0.23800000000000002,0.291,0.27,0.327,0.34600000000000003,0.329,0.352,0.41600000000000004,0.393,0.465,0.447,0.47800000000000004,0.555,0.539,0.608,0.598,0.676,0.65,0.747,0.769,0.808,0.802,0.88,0.921,0.964,1.0,1.05,1.04,1.1500000000000001,1.18,1.18,1.23,1.29,1.3900000000000001,1.3800000000000001,1.43,1.5,1.56,1.6,1.72,1.79,1.79,1.85,1.98,1.99,2.11,2.14,2.21,2.25,2.38,2.41
