,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,16.0,32.0,48.0,64.0,80.0,96.0,112.0,128.0,144.0,160.0,176.0,192.0,208.0,224.0,240.0,256.0,272.0,288.0,304.0,320.0,336.0,352.0,368.0,384.0,400.0,416.0,432.0,448.0,464.0,480.0,496.0,512.0,528.0,544.0,560.0,576.0,592.0,608.0,624.0,640.0,656.0,672.0,688.0,704.0,720.0,736.0,752.0,768.0,784.0,800.0,816.0,832.0,848.0,864.0,880.0,896.0,912.0,928.0,944.0,960.0,976.0,992.0,1008.0,1024.0,1040.0,1056.0,1072.0,1088.0,1104.0,1120.0,1136.0,1152.0,1168.0,1184.0,1200.0,1216.0,1232.0,1248.0,1264.0,1280.0,1296.0,1312.0,1328.0,1344.0,1360.0,1376.0,1392.0,1408.0,1424.0,1440.0,1456.0,1472.0,1488.0
1,0.019,0.025,0.028,0.038,0.031,0.057,0.051000000000000004,0.08,0.067,0.079,0.082,0.114,0.1,0.107,0.125,0.146,0.162,0.188,0.221,0.253,0.29,0.35000000000000003,0.369,0.395,0.47800000000000004,0.548,0.641,0.627,0.6900000000000001,0.81,0.84,0.963,0.986,1.1,1.1400000000000001,1.29,1.37,1.55,1.54,1.74,1.81,1.98,2.11,2.19,2.36,2.48,2.69,2.82,3.06,3.22,3.44,3.61,3.85,4.1,4.21,4.61,4.75,5.1000000000000005,5.22,5.55,5.75,6.140000000000001,6.390000000000001,6.8500000000000005,7.0200000000000005,7.24,7.65,8.0,8.45,8.69,9.17,9.46,10.0,10.200000000000001,10.700000000000001,11.0,11.5,11.9,12.700000000000001,13.200000000000001,13.5,14.200000000000001,14.700000000000001,15.200000000000001,15.8,16.4,16.8,17.5,18.0,18.5,19.3,19.8,21.0
